timestamp_utc,repo_git_sha,geometry_name,topology,leakage_source_row,leakage_ileak_a,device,w_um,l_um,toxe_m,epsrox,cox_ff_per_um2,c_gate_read_transistor_ff,c_storage_node_margin_factor_ASSUMPTION,c_storage_node_ff_ASSUMPTION,delta_v_sense_margin_v_ASSUMPTION,retention_time_s,notes
2026-08-20T22:38:54+00:00,46c07a4,2T-min,2T,"corner=sf,temp_c=125",9.898880e-11,sky130_fd_pr__nfet_01v8,0.42,0.15,3.932304e-09,3.9,8.781450,0.553231,2.0,1.106463,0.9,1.005989e-05,
2026-08-20T22:38:54+00:00,46c07a4,3T-min,3T,"corner=sf,temp_c=125",9.898880e-11,sky130_fd_pr__nfet_01v8,0.42,0.15,3.932304e-09,3.9,8.781450,0.553231,4.0,2.212925,0.9,2.011978e-05,
2026-08-25T02:22:39+00:00,07612be,2T-min,2T,"corner=sf,temp_c=125",9.898880e-11,sky130_fd_pr__nfet_01v8,0.42,0.15,3.932304e-09,3.9,8.781450,0.553231,,0.605354,0.9,5.503841e-06,"C_SN EXTRACTED (not ASSUMED) via `klt extract layout/gain_cell_2t.gds --deck sky130 --top gain_cell_2t_layout_0 --parasitics --critical-net sn -o layout/gain_cell_2t.extract.parasitics.spice --format json` (klt 0.3.0, input content_hash sha256:f55f08e3a2f85199d04d90f9007b5724b0d013604f054ce0dbf656f9f954d259); ground=0.586490fF + coupling to bl,rwl=0.018864fF; see layout/gain_cell_2t.extract.parasitics.json and sim/retention/README.md (issue #7)."
2026-08-25T02:22:39+00:00,07612be,3T-min,3T,"corner=sf,temp_c=125",9.898880e-11,sky130_fd_pr__nfet_01v8,0.42,0.15,3.932304e-09,3.9,8.781450,0.553231,4.0,2.212925,0.9,2.011978e-05,
