timestamp_utc,repo_git_sha,pdk_open_pdks_commit,ngspice_version,corner,temp_c,stored_value,c_sn_ff,c_sn_source,vdd_v,vrbl_bias_v,t_edge_ns,t_wl_pulse_ns,t_rwl_pulse_ns,tmax_s,tstop_s,v_sn_end_wl_pulse_v,v_sn_after_write_settled_v,v_sn_read_gate_v,i_read_a,i_rbl_deselect_a,i_read_ratio_1_over_0,v_sn_read_disturb_v,v_sn_hold_start_v,v_sn_hold_end_v,hold_window_s,dvdt_hold_start_v_per_s,delta_v_sense_margin_v_ASSUMPTION,t_ret_tran_s,t_ret_linear_extrap_s,notes
2026-09-09T23:13:47+00:00,c972c05,c6d73a35f524070e85faff4a6a9eef49553ebc2b,** ngspice-46 : Circuit level simulation program,tt,-40,1,0.605354,extracted,1.8,0.9,0.1,20.0,20.0,2.700979e-06,5.402012e-03,1.114414,0.960983,0.788438,1.995982e-06,4.673615e-11,7.439381e+02,0.000008,0.960991,0.016527,5.401957e-03,-7.420646e+02,0.9,3.620912e-03,1.212832e-03,"EXTRACTED post-layout total for net `sn` from layout/gain_cell_2t.extract.parasitics.json (klt 0.3.0, input sha256:f55f08e3a2f85199d04d90f9007b5724b0d013604f054ce0dbf656f9f954d259): ground 0.586490 fF + lateral coupling to bl,rwl 0.018864 fF"
2026-09-09T23:13:47+00:00,c972c05,c6d73a35f524070e85faff4a6a9eef49553ebc2b,** ngspice-46 : Circuit level simulation program,tt,-40,0,0.605354,extracted,1.8,0.9,0.1,20.0,20.0,2.700979e-06,5.402012e-03,-0.003789,-0.128016,-0.258583,2.682995e-09,1.153092e-12,7.439381e+02,0.000019,-0.127998,-0.002552,5.401957e-03,8.840456e+01,0.9,,,"EXTRACTED post-layout total for net `sn` from layout/gain_cell_2t.extract.parasitics.json (klt 0.3.0, input sha256:f55f08e3a2f85199d04d90f9007b5724b0d013604f054ce0dbf656f9f954d259): ground 0.586490 fF + lateral coupling to bl,rwl 0.018864 fF; stored '0': written by pulsing wl with bl at 0 from an initial sn = 1.8 V (a genuine overwrite). t_ret_tran_s/t_ret_linear_extrap_s are not defined for a cell written low -- there is no stored charge to decay; v_sn_hold_end_v records where the node actually sat at the end of the same hold window the stored-'1' run used"
2026-09-09T23:13:47+00:00,c972c05,c6d73a35f524070e85faff4a6a9eef49553ebc2b,** ngspice-46 : Circuit level simulation program,tt,27,1,0.605354,extracted,1.8,0.9,0.1,20.0,20.0,2.649515e-06,5.299085e-03,1.184168,1.029887,0.841048,7.344875e-06,7.235139e-11,2.865799e+03,-0.000015,1.029872,0.016578,5.299030e-03,-8.097725e+02,0.9,2.640651e-03,1.111423e-03,"EXTRACTED post-layout total for net `sn` from layout/gain_cell_2t.extract.parasitics.json (klt 0.3.0, input sha256:f55f08e3a2f85199d04d90f9007b5724b0d013604f054ce0dbf656f9f954d259): ground 0.586490 fF + lateral coupling to bl,rwl 0.018864 fF"
2026-09-09T23:13:47+00:00,c972c05,c6d73a35f524070e85faff4a6a9eef49553ebc2b,** ngspice-46 : Circuit level simulation program,tt,27,0,0.605354,extracted,1.8,0.9,0.1,20.0,20.0,2.649515e-06,5.299085e-03,-0.003111,-0.128910,-0.257427,2.562942e-09,1.414111e-12,2.865799e+03,0.000898,-0.128012,-0.001130,5.299030e-03,2.467844e+02,0.9,,,"EXTRACTED post-layout total for net `sn` from layout/gain_cell_2t.extract.parasitics.json (klt 0.3.0, input sha256:f55f08e3a2f85199d04d90f9007b5724b0d013604f054ce0dbf656f9f954d259): ground 0.586490 fF + lateral coupling to bl,rwl 0.018864 fF; stored '0': written by pulsing wl with bl at 0 from an initial sn = 1.8 V (a genuine overwrite). t_ret_tran_s/t_ret_linear_extrap_s are not defined for a cell written low -- there is no stored charge to decay; v_sn_hold_end_v records where the node actually sat at the end of the same hold window the stored-'1' run used"
2026-09-09T23:13:47+00:00,c972c05,c6d73a35f524070e85faff4a6a9eef49553ebc2b,** ngspice-46 : Circuit level simulation program,tt,125,1,0.605354,extracted,1.8,0.9,0.1,20.0,20.0,4.243655e-07,8.487861e-04,1.280549,1.126287,0.913721,1.778246e-05,2.011040e-10,8.290680e+03,-0.000256,1.126030,0.000006,8.487311e-04,-1.058381e+04,0.9,1.044864e-04,8.503552e-05,"EXTRACTED post-layout total for net `sn` from layout/gain_cell_2t.extract.parasitics.json (klt 0.3.0, input sha256:f55f08e3a2f85199d04d90f9007b5724b0d013604f054ce0dbf656f9f954d259): ground 0.586490 fF + lateral coupling to bl,rwl 0.018864 fF"
2026-09-09T23:13:47+00:00,c972c05,c6d73a35f524070e85faff4a6a9eef49553ebc2b,** ngspice-46 : Circuit level simulation program,tt,125,0,0.605354,extracted,1.8,0.9,0.1,20.0,20.0,4.243655e-07,8.487861e-04,-0.001787,-0.123040,-0.218599,2.144874e-09,1.588155e-12,8.290680e+03,0.033827,-0.089213,0.000007,8.487311e-04,5.036452e+03,0.9,,,"EXTRACTED post-layout total for net `sn` from layout/gain_cell_2t.extract.parasitics.json (klt 0.3.0, input sha256:f55f08e3a2f85199d04d90f9007b5724b0d013604f054ce0dbf656f9f954d259): ground 0.586490 fF + lateral coupling to bl,rwl 0.018864 fF; stored '0': written by pulsing wl with bl at 0 from an initial sn = 1.8 V (a genuine overwrite). t_ret_tran_s/t_ret_linear_extrap_s are not defined for a cell written low -- there is no stored charge to decay; v_sn_hold_end_v records where the node actually sat at the end of the same hold window the stored-'1' run used"
2026-09-09T23:13:47+00:00,c972c05,c6d73a35f524070e85faff4a6a9eef49553ebc2b,** ngspice-46 : Circuit level simulation program,ss,-40,1,0.605354,extracted,1.8,0.9,0.1,20.0,20.0,2.701055e-06,5.402164e-03,1.042467,0.897842,0.746269,1.929544e-07,5.256293e-11,8.089302e+01,-0.000013,0.897828,0.017131,5.402109e-03,-6.780035e+02,0.9,,1.327427e-03,"EXTRACTED post-layout total for net `sn` from layout/gain_cell_2t.extract.parasitics.json (klt 0.3.0, input sha256:f55f08e3a2f85199d04d90f9007b5724b0d013604f054ce0dbf656f9f954d259): ground 0.586490 fF + lateral coupling to bl,rwl 0.018864 fF; t_ret_tran_s BLANK: the retained level 0.897828 V leaves a decay threshold of -0.002172 V, at or below the 0.05 V floor above the bitline rail (0 V) that V(sn) only approaches asymptotically -- the 0.9 V sense margin is not attainable at this corner with a plain-VDD wordline. A WRITE-margin failure, not a retention result; t_ret_linear_extrap_s is still recorded"
2026-09-09T23:13:47+00:00,c972c05,c6d73a35f524070e85faff4a6a9eef49553ebc2b,** ngspice-46 : Circuit level simulation program,ss,-40,0,0.605354,extracted,1.8,0.9,0.1,20.0,20.0,2.701055e-06,5.402164e-03,-0.004827,-0.125330,-0.247883,2.385304e-09,1.072854e-12,8.089302e+01,0.000004,-0.125327,-0.002792,5.402109e-03,8.351200e+01,0.9,,,"EXTRACTED post-layout total for net `sn` from layout/gain_cell_2t.extract.parasitics.json (klt 0.3.0, input sha256:f55f08e3a2f85199d04d90f9007b5724b0d013604f054ce0dbf656f9f954d259): ground 0.586490 fF + lateral coupling to bl,rwl 0.018864 fF; stored '0': written by pulsing wl with bl at 0 from an initial sn = 1.8 V (a genuine overwrite). t_ret_tran_s/t_ret_linear_extrap_s are not defined for a cell written low -- there is no stored charge to decay; v_sn_hold_end_v records where the node actually sat at the end of the same hold window the stored-'1' run used"
2026-09-09T23:13:47+00:00,c972c05,c6d73a35f524070e85faff4a6a9eef49553ebc2b,** ngspice-46 : Circuit level simulation program,ss,27,1,0.605354,extracted,1.8,0.9,0.1,20.0,20.0,2.700227e-06,5.400508e-03,1.107892,0.962321,0.797648,1.534749e-06,6.208744e-11,6.646745e+02,-0.000006,0.962315,0.018021,5.400453e-03,-7.292933e+02,0.9,3.677321e-03,1.234071e-03,"EXTRACTED post-layout total for net `sn` from layout/gain_cell_2t.extract.parasitics.json (klt 0.3.0, input sha256:f55f08e3a2f85199d04d90f9007b5724b0d013604f054ce0dbf656f9f954d259): ground 0.586490 fF + lateral coupling to bl,rwl 0.018864 fF"
2026-09-09T23:13:47+00:00,c972c05,c6d73a35f524070e85faff4a6a9eef49553ebc2b,** ngspice-46 : Circuit level simulation program,ss,27,0,0.605354,extracted,1.8,0.9,0.1,20.0,20.0,2.700227e-06,5.400508e-03,-0.002605,-0.132207,-0.253607,2.309024e-09,1.334261e-12,6.646745e+02,0.000063,-0.132144,-0.002487,5.400453e-03,1.121964e+02,0.9,,,"EXTRACTED post-layout total for net `sn` from layout/gain_cell_2t.extract.parasitics.json (klt 0.3.0, input sha256:f55f08e3a2f85199d04d90f9007b5724b0d013604f054ce0dbf656f9f954d259): ground 0.586490 fF + lateral coupling to bl,rwl 0.018864 fF; stored '0': written by pulsing wl with bl at 0 from an initial sn = 1.8 V (a genuine overwrite). t_ret_tran_s/t_ret_linear_extrap_s are not defined for a cell written low -- there is no stored charge to decay; v_sn_hold_end_v records where the node actually sat at the end of the same hold window the stored-'1' run used"
