timestamp_utc,repo_git_sha,pdk_open_pdks_commit,ngspice_version,corner,temp_c,stored_value,c_sn_ff,c_sn_source,vdd_v,vrbl_bias_v,t_edge_ns,t_wl_pulse_ns,t_rwl_pulse_ns,tmax_s,tstop_s,v_sn_end_wl_pulse_v,v_sn_after_write_settled_v,v_sn_read_gate_v,i_read_a,i_rbl_deselect_a,i_read_ratio_1_over_0,v_sn_read_disturb_v,v_sn_hold_start_v,v_sn_hold_end_v,hold_window_s,dvdt_hold_start_v_per_s,delta_v_sense_margin_v_ASSUMPTION,t_ret_tran_s,t_ret_linear_extrap_s,notes
2026-09-09T23:13:47+00:00,c972c05,c6d73a35f524070e85faff4a6a9eef49553ebc2b,** ngspice-46 : Circuit level simulation program,ss,125,1,0.605354,extracted,1.8,0.9,0.1,20.0,20.0,2.171971e-06,4.343997e-03,1.197624,1.050878,0.865288,6.585985e-06,1.273891e-10,3.131915e+03,-0.000163,1.050715,0.000001,4.343942e-03,-6.234208e+03,0.9,1.517466e-04,1.443648e-04,"EXTRACTED post-layout total for net `sn` from layout/gain_cell_2t.extract.parasitics.json (klt 0.3.0, input sha256:f55f08e3a2f85199d04d90f9007b5724b0d013604f054ce0dbf656f9f954d259): ground 0.586490 fF + lateral coupling to bl,rwl 0.018864 fF"
2026-09-09T23:13:47+00:00,c972c05,c6d73a35f524070e85faff4a6a9eef49553ebc2b,** ngspice-46 : Circuit level simulation program,ss,125,0,0.605354,extracted,1.8,0.9,0.1,20.0,20.0,2.171971e-06,4.343997e-03,0.000073,-0.134167,-0.230729,2.102862e-09,7.671455e-13,3.131915e+03,0.024498,-0.109669,0.000000,4.343942e-03,1.262308e+03,0.9,,,"EXTRACTED post-layout total for net `sn` from layout/gain_cell_2t.extract.parasitics.json (klt 0.3.0, input sha256:f55f08e3a2f85199d04d90f9007b5724b0d013604f054ce0dbf656f9f954d259): ground 0.586490 fF + lateral coupling to bl,rwl 0.018864 fF; stored '0': written by pulsing wl with bl at 0 from an initial sn = 1.8 V (a genuine overwrite). t_ret_tran_s/t_ret_linear_extrap_s are not defined for a cell written low -- there is no stored charge to decay; v_sn_hold_end_v records where the node actually sat at the end of the same hold window the stored-'1' run used"
2026-09-09T23:13:47+00:00,c972c05,c6d73a35f524070e85faff4a6a9eef49553ebc2b,** ngspice-46 : Circuit level simulation program,ff,-40,1,0.605354,extracted,1.8,0.9,0.1,20.0,20.0,2.699433e-06,5.398922e-03,1.179349,1.017380,0.824984,9.145020e-06,4.119125e-11,3.121830e+03,-0.000041,1.017339,0.015788,5.398867e-03,-8.013639e+02,0.9,2.744341e-03,1.123085e-03,"EXTRACTED post-layout total for net `sn` from layout/gain_cell_2t.extract.parasitics.json (klt 0.3.0, input sha256:f55f08e3a2f85199d04d90f9007b5724b0d013604f054ce0dbf656f9f954d259): ground 0.586490 fF + lateral coupling to bl,rwl 0.018864 fF"
2026-09-09T23:13:47+00:00,c972c05,c6d73a35f524070e85faff4a6a9eef49553ebc2b,** ngspice-46 : Circuit level simulation program,ff,-40,0,0.605354,extracted,1.8,0.9,0.1,20.0,20.0,2.699433e-06,5.398922e-03,-0.001129,-0.127699,-0.266903,2.929378e-09,1.188095e-12,3.121830e+03,0.000195,-0.127505,-0.002202,5.398867e-03,9.876283e+01,0.9,,,"EXTRACTED post-layout total for net `sn` from layout/gain_cell_2t.extract.parasitics.json (klt 0.3.0, input sha256:f55f08e3a2f85199d04d90f9007b5724b0d013604f054ce0dbf656f9f954d259): ground 0.586490 fF + lateral coupling to bl,rwl 0.018864 fF; stored '0': written by pulsing wl with bl at 0 from an initial sn = 1.8 V (a genuine overwrite). t_ret_tran_s/t_ret_linear_extrap_s are not defined for a cell written low -- there is no stored charge to decay; v_sn_hold_end_v records where the node actually sat at the end of the same hold window the stored-'1' run used"
2026-09-09T23:13:47+00:00,c972c05,c6d73a35f524070e85faff4a6a9eef49553ebc2b,** ngspice-46 : Circuit level simulation program,ff,27,1,0.605354,extracted,1.8,0.9,0.1,20.0,20.0,2.207044e-06,4.414143e-03,1.252726,1.090334,0.880469,1.987740e-05,8.230186e-11,7.122449e+03,-0.000022,1.090312,0.013549,4.414088e-03,-1.010204e+03,0.9,1.887001e-03,8.909093e-04,"EXTRACTED post-layout total for net `sn` from layout/gain_cell_2t.extract.parasitics.json (klt 0.3.0, input sha256:f55f08e3a2f85199d04d90f9007b5724b0d013604f054ce0dbf656f9f954d259): ground 0.586490 fF + lateral coupling to bl,rwl 0.018864 fF"
2026-09-09T23:13:47+00:00,c972c05,c6d73a35f524070e85faff4a6a9eef49553ebc2b,** ngspice-46 : Circuit level simulation program,ff,27,0,0.605354,extracted,1.8,0.9,0.1,20.0,20.0,2.207044e-06,4.414143e-03,-0.001227,-0.122531,-0.256125,2.790810e-09,1.285793e-12,7.122449e+03,0.004806,-0.117725,-0.000142,4.414088e-03,5.272661e+02,0.9,,,"EXTRACTED post-layout total for net `sn` from layout/gain_cell_2t.extract.parasitics.json (klt 0.3.0, input sha256:f55f08e3a2f85199d04d90f9007b5724b0d013604f054ce0dbf656f9f954d259): ground 0.586490 fF + lateral coupling to bl,rwl 0.018864 fF; stored '0': written by pulsing wl with bl at 0 from an initial sn = 1.8 V (a genuine overwrite). t_ret_tran_s/t_ret_linear_extrap_s are not defined for a cell written low -- there is no stored charge to decay; v_sn_hold_end_v records where the node actually sat at the end of the same hold window the stored-'1' run used"
2026-09-09T23:13:47+00:00,c972c05,c6d73a35f524070e85faff4a6a9eef49553ebc2b,** ngspice-46 : Circuit level simulation program,ff,125,1,0.605354,extracted,1.8,0.9,0.1,20.0,20.0,7.378593e-08,1.476269e-04,1.353138,1.192761,0.958300,3.468851e-05,1.187401e-10,1.551222e+04,-0.000824,1.191937,0.000018,1.475719e-04,-3.622369e+04,0.9,3.874245e-05,2.484562e-05,"EXTRACTED post-layout total for net `sn` from layout/gain_cell_2t.extract.parasitics.json (klt 0.3.0, input sha256:f55f08e3a2f85199d04d90f9007b5724b0d013604f054ce0dbf656f9f954d259): ground 0.586490 fF + lateral coupling to bl,rwl 0.018864 fF"
2026-09-09T23:13:47+00:00,c972c05,c6d73a35f524070e85faff4a6a9eef49553ebc2b,** ngspice-46 : Circuit level simulation program,ff,125,0,0.605354,extracted,1.8,0.9,0.1,20.0,20.0,7.378593e-08,1.476269e-04,-0.001049,-0.113178,-0.198478,2.236205e-09,7.351372e-12,1.551222e+04,0.053892,-0.059287,0.000019,1.475719e-04,1.351006e+04,0.9,,,"EXTRACTED post-layout total for net `sn` from layout/gain_cell_2t.extract.parasitics.json (klt 0.3.0, input sha256:f55f08e3a2f85199d04d90f9007b5724b0d013604f054ce0dbf656f9f954d259): ground 0.586490 fF + lateral coupling to bl,rwl 0.018864 fF; stored '0': written by pulsing wl with bl at 0 from an initial sn = 1.8 V (a genuine overwrite). t_ret_tran_s/t_ret_linear_extrap_s are not defined for a cell written low -- there is no stored charge to decay; v_sn_hold_end_v records where the node actually sat at the end of the same hold window the stored-'1' run used"
2026-09-09T23:13:47+00:00,c972c05,c6d73a35f524070e85faff4a6a9eef49553ebc2b,** ngspice-46 : Circuit level simulation program,sf,-40,1,0.605354,extracted,1.8,0.9,0.1,20.0,20.0,2.697295e-06,5.394645e-03,1.216736,1.056349,0.848424,1.693541e-05,3.947145e-11,6.337296e+03,-0.000019,1.056331,0.014571,5.394590e-03,-8.535334e+02,0.9,2.351106e-03,1.054440e-03,"EXTRACTED post-layout total for net `sn` from layout/gain_cell_2t.extract.parasitics.json (klt 0.3.0, input sha256:f55f08e3a2f85199d04d90f9007b5724b0d013604f054ce0dbf656f9f954d259): ground 0.586490 fF + lateral coupling to bl,rwl 0.018864 fF"
2026-09-09T23:13:47+00:00,c972c05,c6d73a35f524070e85faff4a6a9eef49553ebc2b,** ngspice-46 : Circuit level simulation program,sf,-40,0,0.605354,extracted,1.8,0.9,0.1,20.0,20.0,2.697295e-06,5.394645e-03,-0.000634,-0.119756,-0.257561,2.672339e-09,1.185985e-12,6.337296e+03,0.000718,-0.119039,-0.001695,5.394590e-03,1.119715e+02,0.9,,,"EXTRACTED post-layout total for net `sn` from layout/gain_cell_2t.extract.parasitics.json (klt 0.3.0, input sha256:f55f08e3a2f85199d04d90f9007b5724b0d013604f054ce0dbf656f9f954d259): ground 0.586490 fF + lateral coupling to bl,rwl 0.018864 fF; stored '0': written by pulsing wl with bl at 0 from an initial sn = 1.8 V (a genuine overwrite). t_ret_tran_s/t_ret_linear_extrap_s are not defined for a cell written low -- there is no stored charge to decay; v_sn_hold_end_v records where the node actually sat at the end of the same hold window the stored-'1' run used"
2026-09-09T23:13:47+00:00,c972c05,c6d73a35f524070e85faff4a6a9eef49553ebc2b,** ngspice-46 : Circuit level simulation program,sf,27,1,0.605354,extracted,1.8,0.9,0.1,20.0,20.0,1.913540e-06,3.827135e-03,1.285790,1.125588,0.900063,2.711267e-05,8.934554e-11,1.071714e+04,-0.000020,1.125568,0.004102,3.827080e-03,-1.225821e+03,0.9,1.445444e-03,7.342017e-04,"EXTRACTED post-layout total for net `sn` from layout/gain_cell_2t.extract.parasitics.json (klt 0.3.0, input sha256:f55f08e3a2f85199d04d90f9007b5724b0d013604f054ce0dbf656f9f954d259): ground 0.586490 fF + lateral coupling to bl,rwl 0.018864 fF"
2026-09-09T23:13:47+00:00,c972c05,c6d73a35f524070e85faff4a6a9eef49553ebc2b,** ngspice-46 : Circuit level simulation program,sf,27,0,0.605354,extracted,1.8,0.9,0.1,20.0,20.0,1.913540e-06,3.827135e-03,-0.000877,-0.109186,-0.237065,2.529843e-09,1.114598e-12,1.071714e+04,0.009879,-0.099307,0.000019,3.827080e-03,6.633609e+02,0.9,,,"EXTRACTED post-layout total for net `sn` from layout/gain_cell_2t.extract.parasitics.json (klt 0.3.0, input sha256:f55f08e3a2f85199d04d90f9007b5724b0d013604f054ce0dbf656f9f954d259): ground 0.586490 fF + lateral coupling to bl,rwl 0.018864 fF; stored '0': written by pulsing wl with bl at 0 from an initial sn = 1.8 V (a genuine overwrite). t_ret_tran_s/t_ret_linear_extrap_s are not defined for a cell written low -- there is no stored charge to decay; v_sn_hold_end_v records where the node actually sat at the end of the same hold window the stored-'1' run used"
2026-09-09T23:13:47+00:00,c972c05,c6d73a35f524070e85faff4a6a9eef49553ebc2b,** ngspice-46 : Circuit level simulation program,sf,125,1,0.605354,extracted,1.8,0.9,0.1,20.0,20.0,4.938853e-08,9.883207e-05,1.380320,1.223832,0.974101,4.004895e-05,1.132303e-09,2.138109e+04,-0.001275,1.222557,0.000016,9.877707e-05,-5.637879e+04,0.9,2.395817e-05,1.596345e-05,"EXTRACTED post-layout total for net `sn` from layout/gain_cell_2t.extract.parasitics.json (klt 0.3.0, input sha256:f55f08e3a2f85199d04d90f9007b5724b0d013604f054ce0dbf656f9f954d259): ground 0.586490 fF + lateral coupling to bl,rwl 0.018864 fF"
2026-09-09T23:13:47+00:00,c972c05,c6d73a35f524070e85faff4a6a9eef49553ebc2b,** ngspice-46 : Circuit level simulation program,sf,125,0,0.605354,extracted,1.8,0.9,0.1,20.0,20.0,4.938853e-08,9.883207e-05,-0.000802,-0.101860,-0.172800,1.873101e-09,1.293071e-11,2.138109e+04,0.067881,-0.033979,0.000016,9.877707e-05,1.115609e+04,0.9,,,"EXTRACTED post-layout total for net `sn` from layout/gain_cell_2t.extract.parasitics.json (klt 0.3.0, input sha256:f55f08e3a2f85199d04d90f9007b5724b0d013604f054ce0dbf656f9f954d259): ground 0.586490 fF + lateral coupling to bl,rwl 0.018864 fF; stored '0': written by pulsing wl with bl at 0 from an initial sn = 1.8 V (a genuine overwrite). t_ret_tran_s/t_ret_linear_extrap_s are not defined for a cell written low -- there is no stored charge to decay; v_sn_hold_end_v records where the node actually sat at the end of the same hold window the stored-'1' run used"
2026-09-09T23:13:47+00:00,c972c05,c6d73a35f524070e85faff4a6a9eef49553ebc2b,** ngspice-46 : Circuit level simulation program,fs,-40,1,0.605354,extracted,1.8,0.9,0.1,20.0,20.0,2.701055e-06,5.402164e-03,1.012100,0.865236,0.716725,3.444104e-08,5.950632e-11,1.335266e+01,-0.000018,0.865218,0.018033,5.402109e-03,-6.399316e+02,0.9,,1.406400e-03,"EXTRACTED post-layout total for net `sn` from layout/gain_cell_2t.extract.parasitics.json (klt 0.3.0, input sha256:f55f08e3a2f85199d04d90f9007b5724b0d013604f054ce0dbf656f9f954d259): ground 0.586490 fF + lateral coupling to bl,rwl 0.018864 fF; t_ret_tran_s BLANK: the retained level 0.865218 V leaves a decay threshold of -0.034782 V, at or below the 0.05 V floor above the bitline rail (0 V) that V(sn) only approaches asymptotically -- the 0.9 V sense margin is not attainable at this corner with a plain-VDD wordline. A WRITE-margin failure, not a retention result; t_ret_linear_extrap_s is still recorded"
2026-09-09T23:13:47+00:00,c972c05,c6d73a35f524070e85faff4a6a9eef49553ebc2b,** ngspice-46 : Circuit level simulation program,fs,-40,0,0.605354,extracted,1.8,0.9,0.1,20.0,20.0,2.701055e-06,5.402164e-03,-0.005605,-0.118363,-0.242274,2.579340e-09,1.446117e-12,1.335266e+01,0.000003,-0.118360,-0.002886,5.402109e-03,7.708054e+01,0.9,,,"EXTRACTED post-layout total for net `sn` from layout/gain_cell_2t.extract.parasitics.json (klt 0.3.0, input sha256:f55f08e3a2f85199d04d90f9007b5724b0d013604f054ce0dbf656f9f954d259): ground 0.586490 fF + lateral coupling to bl,rwl 0.018864 fF; stored '0': written by pulsing wl with bl at 0 from an initial sn = 1.8 V (a genuine overwrite). t_ret_tran_s/t_ret_linear_extrap_s are not defined for a cell written low -- there is no stored charge to decay; v_sn_hold_end_v records where the node actually sat at the end of the same hold window the stored-'1' run used"
2026-09-09T23:13:47+00:00,c972c05,c6d73a35f524070e85faff4a6a9eef49553ebc2b,** ngspice-46 : Circuit level simulation program,fs,27,1,0.605354,extracted,1.8,0.9,0.1,20.0,20.0,2.698609e-06,5.397274e-03,1.082132,0.934181,0.774793,5.195531e-07,7.254973e-11,2.087055e+02,-0.000029,0.934153,0.019084,5.397219e-03,-6.940697e+02,0.9,,1.296700e-03,"EXTRACTED post-layout total for net `sn` from layout/gain_cell_2t.extract.parasitics.json (klt 0.3.0, input sha256:f55f08e3a2f85199d04d90f9007b5724b0d013604f054ce0dbf656f9f954d259): ground 0.586490 fF + lateral coupling to bl,rwl 0.018864 fF; t_ret_tran_s BLANK: the retained level 0.934153 V leaves a decay threshold of 0.034153 V, at or below the 0.05 V floor above the bitline rail (0 V) that V(sn) only approaches asymptotically -- the 0.9 V sense margin is not attainable at this corner with a plain-VDD wordline. A WRITE-margin failure, not a retention result; t_ret_linear_extrap_s is still recorded"
2026-09-09T23:13:47+00:00,c972c05,c6d73a35f524070e85faff4a6a9eef49553ebc2b,** ngspice-46 : Circuit level simulation program,fs,27,0,0.605354,extracted,1.8,0.9,0.1,20.0,20.0,2.698609e-06,5.397274e-03,-0.003417,-0.126387,-0.249185,2.489408e-09,1.620506e-12,2.087055e+02,0.000047,-0.126340,-0.002586,5.397219e-03,1.045559e+02,0.9,,,"EXTRACTED post-layout total for net `sn` from layout/gain_cell_2t.extract.parasitics.json (klt 0.3.0, input sha256:f55f08e3a2f85199d04d90f9007b5724b0d013604f054ce0dbf656f9f954d259): ground 0.586490 fF + lateral coupling to bl,rwl 0.018864 fF; stored '0': written by pulsing wl with bl at 0 from an initial sn = 1.8 V (a genuine overwrite). t_ret_tran_s/t_ret_linear_extrap_s are not defined for a cell written low -- there is no stored charge to decay; v_sn_hold_end_v records where the node actually sat at the end of the same hold window the stored-'1' run used"
2026-09-09T23:13:47+00:00,c972c05,c6d73a35f524070e85faff4a6a9eef49553ebc2b,** ngspice-46 : Circuit level simulation program,fs,125,1,0.605354,extracted,1.8,0.9,0.1,20.0,20.0,1.769703e-06,3.539460e-03,1.179334,1.030055,0.850223,3.962567e-06,1.543407e-10,1.805752e+03,-0.000151,1.029904,0.000000,3.539405e-03,-6.297756e+03,0.9,1.532384e-04,1.429080e-04,"EXTRACTED post-layout total for net `sn` from layout/gain_cell_2t.extract.parasitics.json (klt 0.3.0, input sha256:f55f08e3a2f85199d04d90f9007b5724b0d013604f054ce0dbf656f9f954d259): ground 0.586490 fF + lateral coupling to bl,rwl 0.018864 fF"
2026-09-09T23:13:47+00:00,c972c05,c6d73a35f524070e85faff4a6a9eef49553ebc2b,** ngspice-46 : Circuit level simulation program,fs,125,0,0.605354,extracted,1.8,0.9,0.1,20.0,20.0,1.769703e-06,3.539460e-03,-0.000793,-0.132660,-0.231277,2.194414e-09,3.350999e-13,1.805752e+03,0.023744,-0.108916,0.000002,3.539405e-03,1.538431e+03,0.9,,,"EXTRACTED post-layout total for net `sn` from layout/gain_cell_2t.extract.parasitics.json (klt 0.3.0, input sha256:f55f08e3a2f85199d04d90f9007b5724b0d013604f054ce0dbf656f9f954d259): ground 0.586490 fF + lateral coupling to bl,rwl 0.018864 fF; stored '0': written by pulsing wl with bl at 0 from an initial sn = 1.8 V (a genuine overwrite). t_ret_tran_s/t_ret_linear_extrap_s are not defined for a cell written low -- there is no stored charge to decay; v_sn_hold_end_v records where the node actually sat at the end of the same hold window the stored-'1' run used"
2026-09-09T23:21:55+00:00,c972c05,c6d73a35f524070e85faff4a6a9eef49553ebc2b,** ngspice-46 : Circuit level simulation program,tt,-40,1,0.000000,override,1.8,0.9,0.1,20.0,20.0,8.950019e-07,1.790059e-03,1.130908,0.831921,0.542490,4.016203e-09,9.332807e-11,1.271978e+00,-0.000031,0.831889,0.066937,1.790004e-03,-1.255281e+03,0.9,,7.169711e-04,"intrinsic device-model capacitance only (--c-sn-ff 0); t_ret_tran_s BLANK: the retained level 0.831889 V leaves a decay threshold of -0.068111 V, at or below the 0.05 V floor above the bitline rail (0 V) that V(sn) only approaches asymptotically -- the 0.9 V sense margin is not attainable at this corner with a plain-VDD wordline. A WRITE-margin failure, not a retention result; t_ret_linear_extrap_s is still recorded"
2026-09-09T23:21:55+00:00,c972c05,c6d73a35f524070e85faff4a6a9eef49553ebc2b,** ngspice-46 : Circuit level simulation program,tt,-40,0,0.000000,override,1.8,0.9,0.1,20.0,20.0,8.950019e-07,1.790059e-03,0.000188,-0.195435,-0.389451,3.157447e-09,1.432291e-12,1.271978e+00,0.023893,-0.171542,-0.017333,1.790004e-03,2.190719e+02,0.9,,,intrinsic device-model capacitance only (--c-sn-ff 0); stored '0': written by pulsing wl with bl at 0 from an initial sn = 1.8 V (a genuine overwrite). t_ret_tran_s/t_ret_linear_extrap_s are not defined for a cell written low -- there is no stored charge to decay; v_sn_hold_end_v records where the node actually sat at the end of the same hold window the stored-'1' run used
